1.714324536440292358e+09,-1.994249999999953005e-02
1.714324536455556631e+09,-1.300499999999926715e-02
1.714324536471244335e+09,-1.754999999999284910e-03
1.714324536486850023e+09,-1.192499999999263594e-03
1.714324536502480030e+09,-1.942499999999292015e-03
1.714324536518113375e+09,-2.692499999999320437e-03
1.714324536533725500e+09,-1.192499999999263594e-03
1.714324536549358845e+09,-2.129999999999299121e-03
1.714324536564941406e+09,-1.206749999999967571e-02
1.714324536580572367e+09,-8.879999999999554916e-03
1.714324536596175909e+09,-1.192499999999263594e-03
1.714324536611851215e+09,-4.424999999996792610e-04
1.714324536627505779e+09,-1.754999999999284910e-03
1.714324536643050909e+09,-2.129999999999299121e-03
1.714324536658722878e+09,-1.379999999999270699e-03
1.714324536674316883e+09,-4.567499999999391491e-03
1.714324536690038443e+09,-1.244249999999924583e-02
1.714324536705574751e+09,-8.879999999999554916e-03
1.714324536721204758e+09,-1.037999999999961176e-02
1.714324536736878872e+09,-1.037999999999961176e-02
1.714324536752500057e+09,-1.131749999999964729e-02
1.714324536768122196e+09,-8.692499999999547811e-03
1.714324536783690453e+09,-1.169249999999966150e-02
1.714324536799362659e+09,-9.442499999999576232e-03
1.714324536815003872e+09,-8.692499999999547811e-03
1.714324536830579042e+09,-1.619249999999938794e-02
1.714324536846229792e+09,-1.942499999999292015e-03
1.714324536861853123e+09,-1.379999999999270699e-03
1.714324536877472162e+09,-1.942499999999292015e-03
1.714324536893059731e+09,-5.317499999999419913e-03
1.714324536908698320e+09,-4.942499999999405702e-03
1.714324536924303055e+09,1.057500000000377582e-03
1.714324536939940453e+09,1.432500000000391793e-03
1.714324536955589771e+09,2.557500000000434426e-03
1.714324536971183062e+09,2.370000000000427320e-03
1.714324536986810923e+09,3.495000000000469953e-03
1.714324537002432823e+09,3.495000000000469953e-03
1.714324537018101692e+09,3.682500000000477058e-03
1.714324537033722639e+09,3.870000000000484164e-03
1.714324537049307108e+09,-2.549999999996721556e-04
1.714324537064973354e+09,2.932500000000448637e-03
1.714324537080564737e+09,-8.692499999999547811e-03
1.714324537096190214e+09,1.057500000000377582e-03
1.714324537111806154e+09,1.807500000000406004e-03
1.714324537127475023e+09,2.932500000000448637e-03
1.714324537143096685e+09,3.682500000000477058e-03
1.714324537158685207e+09,8.700000000003704770e-04
1.714324537174340963e+09,3.682500000000477058e-03
1.714324537189981461e+09,2.557500000000434426e-03
1.714324537205560207e+09,-4.424999999996792610e-04
1.714324537221172571e+09,3.307500000000462848e-03
1.714324537236849546e+09,3.307500000000462848e-03
1.714324537252443790e+09,3.495000000000469953e-03
1.714324537268102407e+09,2.557500000000434426e-03
1.714324537283723831e+09,2.370000000000427320e-03
1.714324537299346924e+09,3.120000000000455742e-03
1.714324537314934492e+09,1.200000000003420553e-04
1.714324537330598354e+09,3.120000000000455742e-03
1.714324537346223116e+09,3.120000000000455742e-03
1.714324537361808777e+09,2.745000000000441531e-03
1.714324537377470970e+09,3.307500000000462848e-03
1.714324537393114805e+09,-6.629999999999469651e-03
1.714324537408759356e+09,-7.754999999999512283e-03
1.714324537424366236e+09,-1.337999999999928136e-02
1.714324537439946651e+09,-8.317499999999533600e-03
1.714324537455574751e+09,-5.129999999999412807e-03
1.714324537471195459e+09,-8.879999999999554916e-03
1.714324537486820936e+09,-5.692499999999434124e-03
1.714324537502452850e+09,-5.129999999999412807e-03
1.714324537518072605e+09,-5.504999999999427018e-03
1.714324537533753395e+09,-1.169249999999966150e-02
1.714324537549305201e+09,2.557500000000434426e-03
1.714324537564972878e+09,3.495000000000469953e-03
1.714324537580654621e+09,-5.692499999999434124e-03
1.714324537596196413e+09,-6.629999999999469651e-03
1.714324537611803532e+09,2.932500000000448637e-03
1.714324537627475739e+09,3.075000000003491607e-04
1.714324537643104076e+09,3.120000000000455742e-03
1.714324537658722639e+09,3.307500000000462848e-03
1.714324537674325228e+09,3.495000000000469953e-03
1.714324537689933538e+09,2.182500000000420215e-03
1.714324537705547333e+09,3.307500000000462848e-03
1.714324537721178532e+09,3.495000000000469953e-03
1.714324537736812353e+09,-4.424999999996792610e-04
1.714324537752474308e+09,3.307500000000462848e-03
1.714324537768098116e+09,3.120000000000455742e-03
1.714324537783685446e+09,3.495000000000469953e-03
1.714324537799353123e+09,3.120000000000455742e-03
1.714324537814971924e+09,3.495000000000469953e-03
1.714324537830551624e+09,3.307500000000462848e-03
1.714324537846186638e+09,2.745000000000441531e-03
1.714324537861850262e+09,4.057500000000491269e-03
1.714324537877427340e+09,4.057500000000491269e-03
1.714324537893061638e+09,-8.174999999992493827e-04
1.714324537908687353e+09,1.432500000000391793e-03
1.714324537924311876e+09,-1.567499999999277804e-03
1.714324537939939260e+09,1.620000000000398899e-03
1.714324537955541611e+09,2.557500000000434426e-03
1.714324537971175909e+09,2.370000000000427320e-03
1.714324537986847162e+09,3.120000000000455742e-03
1.714324538002436876e+09,1.200000000003420553e-04
1.714324538018046141e+09,3.307500000000462848e-03
1.714324538033722639e+09,4.245000000000498375e-03
1.714324538049308062e+09,1.200000000003420553e-04
1.714324538064918995e+09,3.307500000000462848e-03
1.714324538080669880e+09,4.950000000003562661e-04
1.714324538096234322e+09,-1.937999999999950873e-02
1.714324538111857414e+09,-8.692499999999547811e-03
1.714324538127517462e+09,-7.192499999999490967e-03
1.714324538143073797e+09,-7.379999999999498073e-03
1.714324538158753395e+09,-1.187999999999966860e-02
1.714324538174325705e+09,-6.442499999999462545e-03
1.714324538190004826e+09,-7.192499999999490967e-03
1.714324538205580950e+09,-6.442499999999462545e-03
1.714324538221202135e+09,-7.192499999999490967e-03
1.714324538236869335e+09,-2.549999999996721556e-04
1.714324538252426386e+09,3.120000000000455742e-03
1.714324538268065929e+09,3.075000000003491607e-04
1.714324538283679962e+09,3.307500000000462848e-03
1.714324538299305439e+09,2.745000000000441531e-03
1.714324538314940214e+09,-1.004999999999256488e-03
1.714324538330599785e+09,3.120000000000455742e-03
1.714324538346224308e+09,2.932500000000448637e-03
1.714324538361846924e+09,3.307500000000462848e-03
1.714324538377434731e+09,3.495000000000469953e-03
1.714324538393102169e+09,2.932500000000448637e-03
1.714324538408734798e+09,1.995000000000413110e-03
1.714324538424315453e+09,-6.629999999999469651e-03
1.714324538439975977e+09,3.682500000000477058e-03
